LASID,Graduation Year,IBAssessmentID,Raw mark,Moderated mark,Scaled mark,Component grade
20226391,2022,MATHSL2,,64,32,7
20226262,2022,MATHSL2,,45,22.5,6
20228492,2022,MATHSL2,,52,26,7
20225082,2022,MATHSL2,,22,11,5
20228493,2022,PSYCHL2,,15,13.636,6
20225229,2022,PSYCHL2,,15,13.636,6
20228555,2022,PSYCHL2,,15,13.636,6
20228433,2022,PSYCHL2,,18,16.364,7
20226583,2022,PSYCHL2,,12,10.909,5
20221493,2022,PSYCHL2,,14,12.727,5
20221490,2022,PSYCHL2,,19,17.273,7
20226454,2022,PSYCHL2,,16,14.545,6
20226391,2022,PSYCHL2,,18,16.364,7
20226262,2022,PSYCHL2,,18,16.364,7
20228492,2022,PSYCHL2,,18,16.364,7
20225082,2022,PSYCHL2,,7,6.364,3
20228555,2022,FRENSL2LIS,,15,15,5
20231567,2022,FRENSL2LIS,,14,14,5
20231139,2022,FRENSL2LIS,,20,20,7
20228493,2022,SPANSL2LIS,,10,10,5
20225229,2022,SPANSL2LIS,,14,14,5
20228433,2022,SPANSL2LIS,,14,14,5
20226583,2022,SPANSL2LIS,,13,13,5
20226454,2022,SPANSL2LIS,,9,9,4
20226391,2022,SPANSL2LIS,,7,7,4
20231563,2022,SPANSL2LIS,,17,17,6
20226262,2022,SPANSL2LIS,,5,5,3
20228492,2022,SPANSL2LIS,,8,8,4
20225082,2022,SPANSL2LIS,,8,8,4
20228555,2022,FRENSL2READ,,11,6.875,3
20231567,2022,FRENSL2READ,,17,10.625,4
20231139,2022,FRENSL2READ,,18,11.25,4
20228493,2022,SPANSL2READ,,15,9.375,4
20225229,2022,SPANSL2READ,,26,16.25,6
20228433,2022,SPANSL2READ,,18,11.25,5
20226583,2022,SPANSL2READ,,18,11.25,5
20226454,2022,SPANSL2READ,,16,10,4
20226391,2022,SPANSL2READ,,15,9.375,4
20231563,2022,SPANSL2READ,,23,14.375,5
20226262,2022,SPANSL2READ,,12,7.5,4
20228492,2022,SPANSL2READ,,8,5,3
20225082,2022,SPANSL2READ,,18,11.25,5
20238707,2022,CHEMSLPRA,,6,5,2
20238772,2022,CHEMSLPRA,,6,5,2
20238883,2022,CHEMSLPRA,,11,9.167,4
20231367,2022,CHEMSLPRA,,5,4.167,2
20238875,2022,CHEMSLPRA,,9,7.5,3
20238765,2022,CHEMSLPRA,,7,5.833,3
20238795,2022,CHEMSLPRA,,10,8.333,3
20238699,2022,CHEMSLPRA,,6,5,2
20236049,2022,CHEMSLPRA,,6,5,2
20231567,2022,CHEMSLPRA,,6,5,2
20231563,2022,CHEMSLPRA,,9,7.5,3
20238884,2022,CHEMSLPRA,,5,4.167,2
20238695,2022,CHEMSLPRA,,7,5.833,3
20236101,2022,CHEMSLPRA,,7,5.833,3
20238867,2022,CHEMSLPRA,,11,9.167,4
20238824,2022,CHEMSLPRA,,6,5,2
20231139,2022,CHEMSLPRA,,7,5.833,3
